src,Date,Total Searches,Monetized Searches,Clicks,Revenue,CTR,RPM,Coverage
fd703,2023-07-03,3417.2159254513767,677.9533761116506,47.90364890092101,21.60383916454842,7.065920841882771,31.86626090492472,19.839348490163097
fd703,2023-07-07,7.854745117614026,1.8668496911461907,0.18918075747176638,0.025157546640044923,10.133689839572192,13.475935828877004,23.767158108795115
fd703,2023-07-09,0.9844845673899839,0.15051626083595604,0.01441113135663409,0.002628236983048976,9.574468085106384,17.461482024944978,15.288839035333707
fd703,2023-07-10,1.9735540010237163,0.2559290223511346,0.024910424842177106,0.00465790820679065,9.733333333333334,18.2,12.967925996368981
fd703,2023-07-11,0.9863964992389649,0.24771689497716892,0.0258751902587519,0.004394977168949772,10.44546850998464,17.74193548387097,25.113318545664963
fd703,2023-07-13,1340.0179860516334,520.0542028630858,53.28765447204209,7.110571393613117,10.246557796990073,13.67275056035863,38.80949422144899
fd703,2023-07-14,3555.4776754075124,762.8341011103237,78.61185920151193,11.215007087172218,10.305236628395408,14.701764211705404,21.455179043499157
fd703,2023-07-15,4301.099999999999,1016.0999999999999,96.6,4.83,9.506938293475052,4.753469146737526,23.624189160912326
fd703,2023-07-16,4229.819241982507,1146.0145772594751,117.67172011661808,10.57857142857143,10.26790779555463,9.230747704683237,27.093700976270103
fd703,2023-07-17,2557.1048789857855,893.5904725316942,88.76066077602766,16.056703803303883,9.933035714285715,17.968750000000004,34.945397815912635
fd703,2023-07-18,2682.0,1237.0,118.0,22.4,9.539207760711399,18.108326596604687,46.122296793437734
fd703,2023-07-19,4263.0,1326.0,136.0,24.5,10.256410256410255,18.47662141779789,31.104855735397607
fd703,2023-07-20,4391.0,1491.0,153.0,28.0,10.261569416498995,18.779342723004696,33.95581872010931
fd704,2023-07-02,0.9867439933719967,0.5581331123998895,0.056338028169014086,0.015658657829328914,10.094012864918358,28.05541810984661,56.56311223061853
fd704,2023-07-03,5388.692710814674,2235.4292520247736,214.73463554073368,60.92834683182468,9.60596875728608,27.25577057589182,41.48370248573362
fd704,2023-07-04,17824.14546460177,5292.075774336283,530.4651548672566,111.46880530973452,10.023763405651275,21.063342639630786,29.690488022812595
fd704,2023-07-05,20158.0,4777.0,492.0,11.9,10.299351057148838,2.491103202846975,23.69778747891656
fd704,2023-07-06,20198.8892211676,3111.4702899492913,313.7066701339228,8.868820699518917,10.082264681982078,2.850363292288886,15.404165327510185
fd704,2023-07-07,20218.57846134648,3619.6135895676043,365.6830348786423,40.62249329256879,10.102819702429242,11.222881196393539,17.902413844215197
fd704,2023-07-08,20298.0,2012.0,197.0,9.8,9.791252485089464,4.8707753479125255,9.912306631195191
fd704,2023-07-09,17302.1027599062,3388.234261319223,343.36864890866457,47.454347303228914,10.134147240898644,14.005627605203532,19.582788914944533
fd704,2023-07-10,10205.253491781774,3955.2139825603826,399.6904853769581,68.82374411605834,10.105407372124557,17.40076375627741,38.75664613079422
fd704,2023-07-11,9710.0,3937.0,393.0,70.95,9.982219964439928,18.021336042672086,40.54582904222451
fd704,2023-07-12,5430.0,2002.0,208.0,34.1,10.38961038961039,17.032967032967036,36.86924493554328
fd704,2023-07-17,6.895121014214368,2.409527468305801,0.23933922397233962,0.043296196696119865,9.933035714285715,17.968750000000004,34.945397815912635
